,checking_account,duration,credit_history,purpose,credit_amount,savings_account,present_employment_since,installment_rate,personal_status_sex,other_debtors_guarantors,present_residence_since,property,age,installment_plans,housing,credits,job,number_people_maitenance,telephone,foreign,risk
572,None,24,existing_credits_paid,car_used,5433,unknown,unemployed,2,female_divorced/separated/married,None,4,savings_insurance,26,None,rent,1,management,1,yes,yes,good
573,<0,15,existing_credits_paid,business,806,<100,1<=x<4,4,female_divorced/separated/married,None,4,savings_insurance,22,None,own,1,unskilled,1,none,yes,good
574,0<=x<200,9,existing_credits_paid,radio/tv,1082,<100,>=7,4,male_single,None,4,car_other,27,None,own,2,unskilled,1,none,yes,good
575,None,15,critical,furniture/equipment,2788,<100,4<=x<7,2,female_divorced/separated/married,co-applicant,3,car_other,24,bank,own,2,skilled,1,none,yes,good
576,0<=x<200,12,existing_credits_paid,radio/tv,2930,<100,4<=x<7,2,female_divorced/separated/married,None,1,real_estate,27,None,own,1,skilled,1,none,yes,good
577,None,24,critical,education,1927,unknown,1<=x<4,3,female_divorced/separated/married,None,2,car_other,33,None,own,2,skilled,1,yes,yes,good
578,0<=x<200,36,critical,car_new,2820,<100,<1,4,male_divorced/separated,None,4,car_other,27,None,own,2,skilled,1,none,yes,bad
579,None,24,existing_credits_paid,retraining,937,<100,<1,4,male_married/widowed,None,3,car_other,27,None,own,2,unskilled,1,none,yes,good
580,0<=x<200,18,critical,car_new,1056,<100,>=7,3,male_single,guarantor,3,real_estate,30,bank,own,2,skilled,1,none,yes,bad
581,0<=x<200,12,critical,car_new,3124,<100,<1,1,male_single,None,3,real_estate,49,bank,own,2,unskilled,2,none,yes,good
582,None,9,existing_credits_paid,furniture/equipment,1388,<100,1<=x<4,4,female_divorced/separated/married,None,2,real_estate,26,None,rent,1,skilled,1,none,yes,good
583,0<=x<200,36,existing_credits_paid,repairs,2384,<100,<1,4,male_single,None,1,unknown,33,None,rent,1,unskilled,1,none,yes,bad
584,None,12,existing_credits_paid,car_new,2133,unknown,>=7,4,female_divorced/separated/married,None,4,unknown,52,None,for_free,1,management,1,yes,yes,good
585,<0,18,existing_credits_paid,furniture/equipment,2039,<100,1<=x<4,1,female_divorced/separated/married,None,4,real_estate,20,bank,rent,1,skilled,1,none,yes,bad
586,<0,9,critical,car_new,2799,<100,1<=x<4,2,male_single,None,2,real_estate,36,None,rent,2,skilled,2,none,yes,good
587,<0,12,existing_credits_paid,furniture/equipment,1289,<100,1<=x<4,4,male_single,guarantor,1,savings_insurance,21,None,own,1,unskilled,1,none,yes,good
588,<0,18,existing_credits_paid,domestic_appliances,1217,<100,1<=x<4,4,male_married/widowed,None,3,real_estate,47,None,own,1,unskilled,1,yes,yes,bad
589,<0,12,critical,furniture/equipment,2246,<100,>=7,3,male_single,None,3,savings_insurance,60,None,own,2,skilled,1,none,yes,bad
590,<0,12,critical,radio/tv,385,<100,4<=x<7,4,female_divorced/separated/married,None,3,real_estate,58,None,own,4,unskilled,1,yes,yes,good
591,0<=x<200,24,delay_in_past,car_new,1965,unknown,1<=x<4,4,female_divorced/separated/married,None,4,car_other,42,None,rent,2,skilled,1,yes,yes,good
592,None,21,existing_credits_paid,business,1572,>=1000,>=7,4,female_divorced/separated/married,None,4,real_estate,36,bank,own,1,unskilled,1,none,yes,good
593,0<=x<200,24,existing_credits_paid,car_new,2718,<100,1<=x<4,3,female_divorced/separated/married,None,4,savings_insurance,20,None,rent,1,unskilled,1,yes,yes,bad
594,<0,24,all_credits_paid_bank,others,1358,unknown,>=7,4,male_single,None,3,car_other,40,stores,own,1,management,1,yes,yes,bad
595,0<=x<200,6,all_credits_paid_bank,car_new,931,100<=x<500,<1,1,female_divorced/separated/married,None,1,savings_insurance,32,stores,own,1,unskilled,1,none,yes,bad
596,<0,24,existing_credits_paid,car_new,1442,<100,4<=x<7,4,female_divorced/separated/married,None,4,car_other,23,None,rent,2,skilled,1,none,yes,bad
597,0<=x<200,24,no_credits_taken,business,4241,<100,1<=x<4,1,male_single,None,4,real_estate,36,None,own,3,unskilled,1,yes,yes,bad
598,None,18,critical,car_new,2775,<100,4<=x<7,2,male_single,None,2,savings_insurance,31,bank,own,2,skilled,1,none,yes,bad
599,None,24,delay_in_past,business,3863,<100,1<=x<4,1,male_single,None,2,unknown,32,None,for_free,1,skilled,1,none,yes,good
600,0<=x<200,7,existing_credits_paid,radio/tv,2329,<100,<1,1,female_divorced/separated/married,guarantor,1,real_estate,45,None,own,1,skilled,1,none,yes,good
601,0<=x<200,9,existing_credits_paid,furniture/equipment,918,<100,1<=x<4,4,female_divorced/separated/married,None,1,savings_insurance,30,None,own,1,skilled,1,none,yes,bad
602,0<=x<200,24,all_credits_paid_bank,education,1837,<100,4<=x<7,4,female_divorced/separated/married,None,4,unknown,34,bank,for_free,1,unskilled,1,none,yes,bad
603,None,36,existing_credits_paid,furniture/equipment,3349,<100,1<=x<4,4,female_divorced/separated/married,None,2,car_other,28,None,own,1,management,1,yes,yes,bad
604,>=200,10,existing_credits_paid,furniture/equipment,1275,<100,<1,4,female_divorced/separated/married,None,2,savings_insurance,23,None,own,1,skilled,1,none,yes,good
605,<0,24,all_credits_paid_bank,furniture/equipment,2828,500<=x<1000,1<=x<4,4,male_single,None,4,real_estate,22,stores,own,1,skilled,1,yes,yes,good
606,None,24,critical,business,4526,<100,1<=x<4,3,male_single,None,2,real_estate,74,None,own,1,management,1,yes,yes,good
607,0<=x<200,36,existing_credits_paid,radio/tv,2671,100<=x<500,1<=x<4,4,female_divorced/separated/married,co-applicant,4,unknown,50,None,for_free,1,skilled,1,none,yes,bad
608,None,18,existing_credits_paid,radio/tv,2051,<100,<1,4,male_single,None,1,real_estate,33,None,own,1,skilled,1,none,yes,good
609,None,15,existing_credits_paid,car_used,1300,unknown,>=7,4,male_single,None,4,unknown,45,bank,for_free,1,skilled,2,none,yes,good
610,<0,12,existing_credits_paid,domestic_appliances,741,100<=x<500,unemployed,4,female_divorced/separated/married,None,3,savings_insurance,22,None,own,1,skilled,1,none,yes,bad
611,>=200,10,existing_credits_paid,car_new,1240,100<=x<500,>=7,1,female_divorced/separated/married,None,4,unknown,48,None,for_free,1,unskilled,2,none,yes,bad
612,<0,21,existing_credits_paid,radio/tv,3357,>=1000,<1,4,female_divorced/separated/married,None,2,car_other,29,bank,own,1,skilled,1,none,yes,good
613,<0,24,all_credits_paid_bank,car_used,3632,<100,1<=x<4,1,female_divorced/separated/married,guarantor,4,car_other,22,bank,rent,1,skilled,1,none,no,good
614,None,18,delay_in_past,furniture/equipment,1808,<100,4<=x<7,4,female_divorced/separated/married,None,1,real_estate,22,None,own,1,skilled,1,none,yes,bad
615,0<=x<200,48,no_credits_taken,business,12204,unknown,1<=x<4,2,male_single,None,2,car_other,48,bank,own,1,management,1,yes,yes,good
616,0<=x<200,60,delay_in_past,radio/tv,9157,unknown,1<=x<4,2,male_single,None,2,unknown,27,None,for_free,1,management,1,none,yes,good
617,<0,6,critical,car_new,3676,<100,1<=x<4,1,male_single,None,3,real_estate,37,None,rent,3,skilled,2,none,yes,good
618,0<=x<200,30,existing_credits_paid,furniture/equipment,3441,100<=x<500,1<=x<4,2,female_divorced/separated/married,co-applicant,4,car_other,21,None,rent,1,skilled,1,none,yes,bad
619,None,12,existing_credits_paid,car_new,640,<100,1<=x<4,4,male_divorced/separated,None,2,real_estate,49,None,own,1,unskilled,1,none,yes,good
620,0<=x<200,21,critical,business,3652,<100,4<=x<7,2,male_single,None,3,savings_insurance,27,None,own,2,skilled,1,none,yes,good
621,None,18,critical,car_new,1530,<100,1<=x<4,3,male_single,None,2,savings_insurance,32,bank,own,2,skilled,1,none,yes,bad
622,None,48,existing_credits_paid,business,3914,unknown,1<=x<4,4,male_divorced/separated,None,2,real_estate,38,bank,own,1,skilled,1,none,yes,bad
623,<0,12,existing_credits_paid,furniture/equipment,1858,<100,<1,4,female_divorced/separated/married,None,1,car_other,22,None,rent,1,skilled,1,none,yes,good
624,<0,18,existing_credits_paid,radio/tv,2600,<100,1<=x<4,4,male_single,None,4,unknown,65,None,for_free,2,skilled,1,none,yes,bad
625,None,15,existing_credits_paid,radio/tv,1979,unknown,>=7,4,male_single,None,2,car_other,35,None,own,1,skilled,1,none,yes,good
626,>=200,6,existing_credits_paid,furniture/equipment,2116,<100,1<=x<4,2,male_single,None,2,real_estate,41,None,own,1,skilled,1,yes,yes,good
627,0<=x<200,9,all_credits_paid_bank,car_new,1437,100<=x<500,4<=x<7,2,male_single,None,3,unknown,29,None,own,1,skilled,1,none,yes,bad
628,None,42,critical,furniture/equipment,4042,500<=x<1000,1<=x<4,4,male_single,None,4,real_estate,36,None,own,2,skilled,1,yes,yes,good
629,None,9,existing_credits_paid,education,3832,unknown,>=7,1,male_single,None,4,real_estate,64,None,own,1,unskilled,1,none,yes,good
630,<0,24,existing_credits_paid,radio/tv,3660,<100,1<=x<4,2,female_divorced/separated/married,None,4,car_other,28,None,own,1,skilled,1,none,yes,good
631,<0,18,all_credits_paid_bank,furniture/equipment,1553,<100,1<=x<4,4,male_single,None,3,car_other,44,bank,own,1,skilled,1,none,yes,bad
632,0<=x<200,15,existing_credits_paid,radio/tv,1444,unknown,<1,4,male_single,None,1,savings_insurance,23,None,own,1,skilled,1,none,yes,good
633,None,9,existing_credits_paid,furniture/equipment,1980,<100,<1,2,female_divorced/separated/married,co-applicant,2,car_other,19,None,rent,2,skilled,1,none,yes,bad
634,0<=x<200,24,existing_credits_paid,car_new,1355,<100,<1,3,female_divorced/separated/married,None,4,car_other,25,None,own,1,unskilled,1,yes,yes,bad
635,None,12,existing_credits_paid,education,1393,<100,>=7,4,male_single,None,4,savings_insurance,47,bank,own,3,skilled,2,yes,yes,good
636,None,24,existing_credits_paid,radio/tv,1376,500<=x<1000,4<=x<7,4,female_divorced/separated/married,None,1,car_other,28,None,own,1,skilled,1,none,yes,good
637,None,60,delay_in_past,radio/tv,15653,<100,4<=x<7,2,male_single,None,4,car_other,21,None,own,2,skilled,1,yes,yes,good
638,None,12,existing_credits_paid,radio/tv,1493,<100,<1,4,female_divorced/separated/married,None,3,car_other,34,None,own,1,skilled,2,none,yes,good
639,<0,42,delay_in_past,radio/tv,4370,<100,4<=x<7,3,male_single,None,2,savings_insurance,26,bank,own,2,skilled,2,yes,yes,bad
640,<0,18,existing_credits_paid,education,750,<100,unemployed,4,female_divorced/separated/married,None,1,real_estate,27,None,own,1,unemployed,1,none,yes,bad
641,0<=x<200,15,existing_credits_paid,repairs,1308,<100,>=7,4,male_single,None,4,car_other,38,None,own,2,unskilled,1,none,yes,good
642,None,15,existing_credits_paid,education,4623,100<=x<500,1<=x<4,3,male_single,None,2,savings_insurance,40,None,own,1,management,1,yes,yes,bad
643,None,24,critical,radio/tv,1851,<100,4<=x<7,4,male_married/widowed,guarantor,2,car_other,33,None,own,2,skilled,1,yes,yes,good
644,<0,18,critical,radio/tv,1880,<100,4<=x<7,4,male_married/widowed,None,1,savings_insurance,32,None,own,2,management,1,yes,yes,good
645,None,36,delay_in_past,business,7980,unknown,<1,4,male_single,None,4,car_other,27,None,rent,2,skilled,1,yes,yes,bad
646,<0,30,no_credits_taken,furniture/equipment,4583,<100,1<=x<4,2,male_divorced/separated,guarantor,2,real_estate,32,None,own,2,skilled,1,none,yes,good
647,None,12,existing_credits_paid,car_new,1386,500<=x<1000,1<=x<4,2,female_divorced/separated/married,None,2,savings_insurance,26,None,own,1,skilled,1,none,yes,bad
648,>=200,24,existing_credits_paid,car_new,947,<100,4<=x<7,4,male_single,None,3,unknown,38,bank,for_free,1,skilled,2,none,yes,bad
649,<0,12,existing_credits_paid,education,684,<100,1<=x<4,4,male_single,None,4,car_other,40,None,rent,1,unskilled,2,none,yes,bad
650,<0,48,existing_credits_paid,education,7476,<100,4<=x<7,4,male_single,None,1,unknown,50,None,for_free,1,management,1,yes,yes,good
651,0<=x<200,12,existing_credits_paid,furniture/equipment,1922,<100,1<=x<4,4,male_single,None,2,savings_insurance,37,None,own,1,unskilled,1,none,yes,bad
652,<0,24,existing_credits_paid,car_new,2303,<100,>=7,4,male_single,co-applicant,1,real_estate,45,None,own,1,skilled,1,none,yes,bad
653,0<=x<200,36,delay_in_past,car_new,8086,100<=x<500,>=7,2,male_single,None,4,car_other,42,None,own,4,management,1,yes,yes,bad
654,None,24,critical,car_used,2346,<100,4<=x<7,4,male_single,None,3,car_other,35,None,own,2,skilled,1,yes,yes,good
655,<0,14,existing_credits_paid,car_new,3973,<100,unemployed,1,male_single,None,4,unknown,22,None,for_free,1,skilled,1,none,yes,good
656,0<=x<200,12,existing_credits_paid,car_new,888,<100,>=7,4,male_single,None,4,car_other,41,bank,own,1,unskilled,2,none,yes,bad
657,None,48,existing_credits_paid,radio/tv,10222,unknown,4<=x<7,4,male_single,None,3,car_other,37,stores,own,1,skilled,1,yes,yes,good
658,0<=x<200,30,no_credits_taken,business,4221,<100,1<=x<4,2,female_divorced/separated/married,None,1,car_other,28,None,own,2,skilled,1,none,yes,good
659,0<=x<200,18,critical,furniture/equipment,6361,<100,>=7,2,male_single,None,1,unknown,41,None,own,1,skilled,1,yes,yes,good
660,>=200,12,existing_credits_paid,radio/tv,1297,<100,1<=x<4,3,male_married/widowed,None,4,real_estate,23,None,rent,1,skilled,1,none,yes,good
661,<0,12,existing_credits_paid,car_new,900,unknown,1<=x<4,4,male_married/widowed,None,2,car_other,23,None,own,1,skilled,1,none,yes,bad
662,None,21,existing_credits_paid,furniture/equipment,2241,<100,>=7,4,male_single,None,2,real_estate,50,None,own,2,skilled,1,none,yes,good
663,0<=x<200,6,delay_in_past,furniture/equipment,1050,<100,unemployed,4,male_single,None,1,savings_insurance,35,stores,own,2,management,1,yes,yes,good
664,>=200,6,critical,education,1047,<100,1<=x<4,2,female_divorced/separated/married,None,4,savings_insurance,50,None,own,1,unskilled,1,none,yes,good
665,None,24,critical,others,6314,<100,unemployed,4,male_single,co-applicant,2,unknown,27,bank,own,2,management,1,yes,yes,good
666,0<=x<200,30,all_credits_paid_bank,furniture/equipment,3496,>=1000,1<=x<4,4,male_single,None,2,car_other,34,stores,own,1,skilled,2,yes,yes,good
667,None,48,all_credits_paid_bank,business,3609,<100,1<=x<4,1,female_divorced/separated/married,None,1,real_estate,27,stores,own,1,skilled,1,none,yes,good
668,<0,12,critical,car_new,4843,<100,>=7,3,male_single,co-applicant,4,savings_insurance,43,None,rent,2,skilled,1,yes,yes,bad
669,>=200,30,critical,radio/tv,3017,<100,>=7,4,male_single,None,4,savings_insurance,47,None,own,1,skilled,1,none,yes,good
670,None,24,critical,business,4139,100<=x<500,1<=x<4,3,male_single,None,3,savings_insurance,27,None,own,2,unskilled,1,yes,yes,good
671,None,36,existing_credits_paid,business,5742,100<=x<500,4<=x<7,2,male_single,None,2,car_other,31,None,own,2,skilled,1,yes,yes,good
672,None,60,existing_credits_paid,car_new,10366,<100,>=7,2,male_single,None,4,savings_insurance,42,None,own,1,management,1,yes,yes,good
673,None,6,critical,car_new,2080,500<=x<1000,1<=x<4,1,male_married/widowed,None,2,car_other,24,None,own,1,skilled,1,none,yes,good
674,None,21,delay_in_past,business,2580,500<=x<1000,<1,4,male_single,None,2,real_estate,41,bank,own,1,unskilled,2,none,yes,bad
675,None,30,critical,radio/tv,4530,<100,4<=x<7,4,female_divorced/separated/married,None,4,car_other,26,None,rent,1,management,1,yes,yes,good
676,None,24,critical,furniture/equipment,5150,<100,>=7,4,male_single,None,4,car_other,33,None,own,1,skilled,1,yes,yes,good
677,0<=x<200,72,existing_credits_paid,radio/tv,5595,100<=x<500,1<=x<4,2,male_married/widowed,None,2,car_other,24,None,own,1,skilled,1,none,yes,bad
678,<0,24,existing_credits_paid,radio/tv,2384,<100,>=7,4,male_single,None,4,real_estate,64,bank,rent,1,unskilled,1,none,yes,good
679,None,18,existing_credits_paid,radio/tv,1453,<100,<1,3,female_divorced/separated/married,None,1,real_estate,26,None,own,1,skilled,1,none,yes,good
680,None,6,existing_credits_paid,education,1538,<100,<1,1,female_divorced/separated/married,None,2,unknown,56,None,own,1,skilled,1,none,yes,good
681,None,12,existing_credits_paid,radio/tv,2279,unknown,1<=x<4,4,male_single,None,4,unknown,37,None,for_free,1,skilled,1,yes,yes,good
682,None,15,delay_in_past,radio/tv,1478,<100,1<=x<4,4,male_married/widowed,None,3,real_estate,33,bank,own,2,skilled,1,none,yes,good
683,None,24,critical,radio/tv,5103,<100,<1,3,male_married/widowed,None,3,unknown,47,None,for_free,3,skilled,1,yes,yes,good
684,0<=x<200,36,delay_in_past,business,9857,100<=x<500,4<=x<7,1,male_single,None,3,savings_insurance,31,None,own,2,unskilled,2,yes,yes,good
685,None,60,existing_credits_paid,car_new,6527,unknown,1<=x<4,4,male_single,None,4,unknown,34,None,for_free,1,skilled,2,yes,yes,good
686,>=200,10,critical,radio/tv,1347,unknown,4<=x<7,4,male_single,None,2,savings_insurance,27,None,own,2,skilled,1,yes,yes,good
687,0<=x<200,36,delay_in_past,car_new,2862,100<=x<500,>=7,4,male_single,None,3,unknown,30,None,for_free,1,skilled,1,none,yes,good
688,None,9,existing_credits_paid,radio/tv,2753,100<=x<500,>=7,3,male_single,co-applicant,4,car_other,35,None,own,1,skilled,1,yes,yes,good
689,<0,12,existing_credits_paid,car_new,3651,>=1000,1<=x<4,1,male_single,None,3,savings_insurance,31,None,own,1,skilled,2,none,yes,good
690,<0,15,critical,furniture/equipment,975,<100,1<=x<4,2,male_divorced/separated,None,3,savings_insurance,25,None,own,2,skilled,1,none,yes,good
691,0<=x<200,15,existing_credits_paid,repairs,2631,100<=x<500,1<=x<4,3,female_divorced/separated/married,None,2,real_estate,25,None,own,1,unskilled,1,none,yes,good
692,0<=x<200,24,existing_credits_paid,radio/tv,2896,100<=x<500,<1,2,male_single,None,1,car_other,29,None,own,1,skilled,1,none,yes,good
693,<0,6,critical,car_new,4716,unknown,<1,1,male_single,None,3,real_estate,44,None,own,2,unskilled,2,none,yes,good
694,None,24,existing_credits_paid,radio/tv,2284,<100,4<=x<7,4,male_single,None,2,car_other,28,None,own,1,skilled,1,yes,yes,good
695,None,6,existing_credits_paid,car_used,1236,500<=x<1000,1<=x<4,2,male_single,None,4,savings_insurance,50,None,rent,1,skilled,1,none,yes,good
696,0<=x<200,12,existing_credits_paid,radio/tv,1103,<100,4<=x<7,4,male_single,guarantor,3,real_estate,29,None,own,2,skilled,1,none,no,good
697,None,12,critical,car_new,926,<100,unemployed,1,female_divorced/separated/married,None,2,savings_insurance,38,None,own,1,unemployed,1,none,yes,good
698,None,18,critical,radio/tv,1800,<100,1<=x<4,4,male_single,None,2,car_other,24,None,own,2,skilled,1,none,yes,good
699,>=200,15,existing_credits_paid,education,1905,<100,>=7,4,male_single,None,4,car_other,40,None,rent,1,management,1,yes,yes,good
700,None,12,existing_credits_paid,furniture/equipment,1123,500<=x<1000,1<=x<4,4,female_divorced/separated/married,None,4,car_other,29,None,rent,1,unskilled,1,none,yes,bad
701,<0,48,critical,car_used,6331,<100,>=7,4,male_single,None,4,unknown,46,None,for_free,2,skilled,1,yes,yes,bad
702,>=200,24,existing_credits_paid,radio/tv,1377,100<=x<500,>=7,4,female_divorced/separated/married,None,2,unknown,47,None,for_free,1,skilled,1,yes,yes,good
703,0<=x<200,30,delay_in_past,business,2503,100<=x<500,>=7,4,male_single,None,2,savings_insurance,41,stores,own,2,skilled,1,none,yes,good
704,0<=x<200,27,existing_credits_paid,business,2528,<100,<1,4,female_divorced/separated/married,None,1,savings_insurance,32,None,own,1,skilled,2,yes,yes,good
705,None,15,existing_credits_paid,car_new,5324,500<=x<1000,>=7,1,female_divorced/separated/married,None,4,unknown,35,None,for_free,1,skilled,1,none,yes,good
706,0<=x<200,48,existing_credits_paid,car_new,6560,100<=x<500,4<=x<7,3,male_single,None,2,savings_insurance,24,None,own,1,skilled,1,none,yes,bad
707,0<=x<200,12,no_credits_taken,furniture/equipment,2969,<100,<1,4,female_divorced/separated/married,None,3,savings_insurance,25,None,rent,2,skilled,1,none,yes,bad
708,0<=x<200,9,existing_credits_paid,radio/tv,1206,<100,>=7,4,female_divorced/separated/married,None,4,real_estate,25,None,own,1,skilled,1,none,yes,good
709,0<=x<200,9,existing_credits_paid,radio/tv,2118,<100,1<=x<4,2,male_single,None,2,real_estate,37,None,own,1,unskilled,2,none,yes,good
710,None,18,critical,radio/tv,629,500<=x<1000,>=7,4,male_single,None,3,savings_insurance,32,bank,own,2,management,1,yes,yes,good
711,<0,6,all_credits_paid_bank,education,1198,<100,>=7,4,female_divorced/separated/married,None,4,unknown,35,None,for_free,1,skilled,1,none,yes,bad
712,None,21,existing_credits_paid,car_used,2476,unknown,>=7,4,male_single,None,4,real_estate,46,None,own,1,management,1,yes,yes,good
713,<0,9,critical,radio/tv,1138,<100,1<=x<4,4,male_single,None,4,real_estate,25,None,own,2,unskilled,1,none,yes,good
714,0<=x<200,60,existing_credits_paid,car_new,14027,<100,4<=x<7,4,male_single,None,2,unknown,27,None,own,1,management,1,yes,yes,bad
715,None,30,critical,car_used,7596,unknown,>=7,1,male_single,None,4,car_other,63,None,own,2,skilled,1,none,yes,good
716,None,30,critical,radio/tv,3077,unknown,>=7,3,male_single,None,2,car_other,40,None,own,2,skilled,2,yes,yes,good
717,None,18,existing_credits_paid,radio/tv,1505,<100,1<=x<4,4,male_single,None,2,unknown,32,None,for_free,1,management,1,yes,yes,good
718,>=200,24,critical,radio/tv,3148,unknown,1<=x<4,3,male_single,None,2,car_other,31,None,own,2,skilled,1,yes,yes,good
719,0<=x<200,20,no_credits_taken,car_used,6148,100<=x<500,>=7,3,male_married/widowed,None,4,car_other,31,bank,own,2,skilled,1,yes,yes,good
720,>=200,9,no_credits_taken,radio/tv,1337,<100,<1,4,male_single,None,2,car_other,34,None,own,2,management,1,yes,yes,bad
721,0<=x<200,6,all_credits_paid_bank,education,433,>=1000,<1,4,female_divorced/separated/married,None,2,savings_insurance,24,bank,rent,1,skilled,2,none,yes,bad
722,<0,12,existing_credits_paid,car_new,1228,<100,1<=x<4,4,female_divorced/separated/married,None,2,real_estate,24,None,own,1,unskilled,1,none,yes,bad
723,0<=x<200,9,existing_credits_paid,radio/tv,790,500<=x<1000,1<=x<4,4,female_divorced/separated/married,None,3,real_estate,66,None,own,1,unskilled,1,none,yes,good
724,None,27,existing_credits_paid,car_new,2570,<100,1<=x<4,3,female_divorced/separated/married,None,3,real_estate,21,None,rent,1,skilled,1,none,yes,bad
725,None,6,critical,car_new,250,>=1000,1<=x<4,2,female_divorced/separated/married,None,2,real_estate,41,bank,own,2,unskilled,1,none,yes,good
726,None,15,critical,radio/tv,1316,500<=x<1000,1<=x<4,2,male_married/widowed,None,2,savings_insurance,47,None,own,2,unskilled,1,none,yes,good
727,<0,18,existing_credits_paid,radio/tv,1882,<100,1<=x<4,4,female_divorced/separated/married,None,4,car_other,25,bank,rent,2,skilled,1,none,yes,bad
728,0<=x<200,48,all_credits_paid_bank,business,6416,<100,>=7,4,female_divorced/separated/married,None,3,unknown,59,None,rent,1,skilled,1,none,yes,bad
729,>=200,24,critical,business,1275,>=1000,1<=x<4,2,male_divorced/separated,None,4,real_estate,36,None,own,2,skilled,1,yes,yes,good
730,0<=x<200,24,delay_in_past,radio/tv,6403,<100,<1,1,male_single,None,2,car_other,33,None,own,1,skilled,1,none,yes,good
731,<0,24,existing_credits_paid,radio/tv,1987,<100,1<=x<4,2,male_single,None,4,real_estate,21,None,rent,1,unskilled,2,none,yes,bad
732,0<=x<200,8,existing_credits_paid,radio/tv,760,<100,4<=x<7,4,female_divorced/separated/married,guarantor,2,real_estate,44,None,own,1,unskilled,1,none,yes,good
733,None,24,existing_credits_paid,car_used,2603,>=1000,1<=x<4,2,female_divorced/separated/married,None,4,car_other,28,None,rent,1,skilled,1,yes,yes,good
734,None,4,critical,car_new,3380,<100,4<=x<7,1,female_divorced/separated/married,None,1,real_estate,37,None,own,1,skilled,2,none,yes,good
735,0<=x<200,36,all_credits_paid_bank,domestic_appliances,3990,unknown,<1,3,female_divorced/separated/married,None,2,unknown,29,bank,own,1,unemployed,1,none,yes,good
736,0<=x<200,24,existing_credits_paid,car_used,11560,<100,1<=x<4,1,female_divorced/separated/married,None,4,car_other,23,None,rent,2,management,1,none,yes,bad
737,<0,18,existing_credits_paid,car_new,4380,100<=x<500,1<=x<4,3,male_single,None,4,car_other,35,None,own,1,unskilled,2,yes,yes,good
738,None,6,critical,car_new,6761,<100,4<=x<7,1,male_single,None,3,unknown,45,None,own,2,management,2,yes,yes,good
739,0<=x<200,30,no_credits_taken,business,4280,100<=x<500,1<=x<4,4,female_divorced/separated/married,None,4,car_other,26,None,rent,2,unskilled,1,none,yes,bad
740,<0,24,all_credits_paid_bank,car_new,2325,100<=x<500,4<=x<7,2,male_single,None,3,car_other,32,bank,own,1,skilled,1,none,yes,good
741,0<=x<200,10,all_credits_paid_bank,radio/tv,1048,<100,1<=x<4,4,male_single,None,4,real_estate,23,stores,own,1,unskilled,1,none,yes,good
742,None,21,existing_credits_paid,radio/tv,3160,unknown,>=7,4,male_single,None,3,savings_insurance,41,None,own,1,skilled,1,yes,yes,good
743,<0,24,all_credits_paid_bank,furniture/equipment,2483,500<=x<1000,1<=x<4,4,male_single,None,4,real_estate,22,stores,own,1,skilled,1,yes,yes,good
744,<0,39,critical,furniture/equipment,14179,unknown,4<=x<7,4,male_single,None,4,savings_insurance,30,None,own,2,management,1,yes,yes,good
745,<0,13,critical,business,1797,<100,<1,3,male_single,None,1,savings_insurance,28,bank,own,2,unskilled,1,none,yes,good
746,<0,15,existing_credits_paid,car_new,2511,<100,unemployed,1,female_divorced/separated/married,None,4,car_other,23,None,rent,1,skilled,1,none,yes,good
747,<0,12,existing_credits_paid,car_new,1274,<100,<1,3,female_divorced/separated/married,None,1,real_estate,37,None,own,1,unskilled,1,none,yes,bad
748,None,21,existing_credits_paid,car_used,5248,unknown,1<=x<4,1,male_single,None,3,car_other,26,None,own,1,skilled,1,none,yes,good
749,None,15,existing_credits_paid,car_used,3029,<100,4<=x<7,2,male_single,None,2,car_other,33,None,own,1,skilled,1,none,yes,good
750,<0,6,existing_credits_paid,furniture/equipment,428,<100,>=7,2,female_divorced/separated/married,None,1,savings_insurance,49,bank,own,1,skilled,1,yes,yes,good
751,<0,18,existing_credits_paid,car_new,976,<100,<1,1,female_divorced/separated/married,None,2,car_other,23,None,own,1,unskilled,1,none,yes,bad
752,0<=x<200,12,existing_credits_paid,business,841,100<=x<500,4<=x<7,2,female_divorced/separated/married,None,4,real_estate,23,None,rent,1,unskilled,1,none,yes,good
753,None,30,critical,radio/tv,5771,<100,4<=x<7,4,female_divorced/separated/married,None,2,car_other,25,None,own,2,skilled,1,none,yes,good
754,None,12,delay_in_past,repairs,1555,>=1000,>=7,4,male_single,None,4,unknown,55,None,for_free,2,skilled,2,none,yes,bad
755,<0,24,existing_credits_paid,car_new,1285,unknown,4<=x<7,4,female_divorced/separated/married,None,4,unknown,32,None,rent,1,skilled,1,none,yes,bad
756,>=200,6,critical,car_new,1299,<100,1<=x<4,1,male_single,None,1,real_estate,74,None,own,3,unemployed,2,none,no,good
757,>=200,15,critical,radio/tv,1271,unknown,1<=x<4,3,male_single,None,4,unknown,39,None,for_free,2,skilled,1,yes,yes,bad
758,None,24,existing_credits_paid,car_new,1393,<100,1<=x<4,2,male_single,guarantor,2,real_estate,31,None,own,1,skilled,1,yes,yes,good
759,<0,12,critical,car_new,691,<100,>=7,4,male_single,None,3,savings_insurance,35,None,own,2,skilled,1,none,yes,bad
760,None,15,critical,car_new,5045,unknown,>=7,1,female_divorced/separated/married,None,4,car_other,59,None,own,1,skilled,1,yes,yes,good
